date,company,number 
28.04.2020,IDEX Biometrics ASA,6000
28.04.2020,BULL MHG X3 NORDNET,-300
28.04.2020,Adevinta ASA,225
28.04.2020,IDEX Biometrics ASA,-6000
28.04.2020,PANORO ENERGY ASA,1750
28.04.2020,MOWI,-135
28.04.2020,ADE,150
28.04.2020,ABG,3000
29.04.2020,NEL NEL,5000
29.04.2020,NEL NEL,5000
29.04.2020,ADE ADEVINTA,600
29.04.2020,ABG ABG SUNDAL COLLIER,10000
29.04.2020,NEL NEL,4000
29.04.2020,NHY NORSK HYDRO,-3000
29.04.2020,PANORO ENERGY ASA,-1750
29.04.2020,NEL ASA,975
30.04.2020,NEL NEL,4000
30.04.2020,ABG ABG SUNDAL COLLIER,8000
30.04.2020,NHY NORSK HYDRO,-2000
04.05.2020,NHY NORSK HYDRO,2000
05.05.2020,ADE,-150
06.05.2020,Adevinta ASA,-225
06.05.2020,ABG SUNDAL COLLIER HOLDING ASA,5750
06.05.2020,ABG,3600
08.05.2020,NEL NEL,-2000
08.05.2020,ABG ABG SUNDAL COLLIER,-10000
08.05.2020,ABG SUNDAL COLLIER HOLDING ASA,-2750
08.05.2020,NEKKAR (FD TTS GROUP) ASA,3750
11.05.2020,YAR YARA INTERNATIONAL,-200
11.05.2020,KOA KONGSBERG AUTOMOT,40000
11.05.2020,KOA KONGSBERG AUTOMOT,20000
12.05.2020,IDEX IDEX BIOMETRICS,-17000
12.05.2020,KOA KONGSBERG AUTOMOT,25000
12.05.2020,IDEX IDEX BIOMETRICS,-15000
12.05.2020,KOA KONGSBERG AUTOMOT,18000
12.05.2020,ABG SUNDAL COLLIER HOLDING ASA,-3000
12.05.2020,Kongsberg Automotive ASA,7777
13.05.2020,KOA KONGSBERG AUTOMOT,-15000
13.05.2020,VISTN VISTIN PHARMA,2000
13.05.2020,KOA KONGSBERG AUTOMOT,-18000
13.05.2020,BULL NHY X3 NORDNET,5000
13.05.2020,Kongsberg Automotive ASA,-7777
13.05.2020,BULL NHY X3 NORDNET,6000
13.05.2020,BULL NHY X3 NORDNET,650
14.05.2020,KOA KONGSBERG AUTOMOT,-10000
14.05.2020,YAR YARA INTERNATIONAL,-200
14.05.2020,YAR YARA INTERNATIONAL,-200
14.05.2020,YAR YARA INTERNATIONAL,-200
15.05.2020,YAR YARA INTERNATIONAL,-200
15.05.2020,HEX HEXAGON COMPOSITES,1500
15.05.2020,KOA KONGSBERG AUTOMOT,-20000
15.05.2020,KOA KONGSBERG AUTOMOT,-20000
15.05.2020,IDEX IDEX BIOMETRICS,-10000
15.05.2020,VISTN VISTIN PHARMA,2000
15.05.2020,VISTN VISTIN PHARMA,1000
15.05.2020,BULL NHY X3 NORDNET,-5000
15.05.2020,ABG ABG SUNDAL COLLIER,10000
15.05.2020,KOA KONGSBERG AUTOMOT,-20000
15.05.2020,VISTN VISTIN PHARMA,1000
15.05.2020,YAR YARA INTERNATIONAL,-200
15.05.2020,NHY NORSK HYDRO,-2000
15.05.2020,BEAR OBX X10 NORDNET N2,1500
15.05.2020,YAR YARA INTERNATIONAL,-200
15.05.2020,BEAR OBX X10 NORDNET N2,1100
15.05.2020,NHY NORSK HYDRO,-2000
15.05.2020,YAR YARA INTERNATIONAL,-200
15.05.2020,BEAR OBX X10 NORDNET N2,2200
15.05.2020,BEAR OBX X10 NORDNET,60000
15.05.2020,BULL NHY X3 NORDNET,-3500
15.05.2020,NEKKAR (FD TTS GROUP) ASA,-3750
15.05.2020,BEAR OBX X5 NORDNET,725
18.05.2020,IDEX IDEX BIOMETRICS,-10000
18.05.2020,NHY NORSK HYDRO,-2000
18.05.2020,NEL NEL,-3000
18.05.2020,NHY NORSK HYDRO,-2000
18.05.2020,NEL NEL,-2000
18.05.2020,WAWI WALLENIUS WILHELMS,5000
18.05.2020,NEL NEL,-5000
18.05.2020,NHY NORSK HYDRO,-2000
18.05.2020,NHY NORSK HYDRO,-3000
18.05.2020,BEAR OBX X10 NORDNET N2,2800
18.05.2020,NEL NEL,-2000
18.05.2020,NEL NEL,-2000
18.05.2020,BEAR OBX X10 NORDNET N2,1800
18.05.2020,ABG ABG SUNDAL COLLIER,-10000
18.05.2020,BEAR OBX X10 NORDNET N2,-4400
18.05.2020,BEAR OBX X10 NORDNET N2,-5000
18.05.2020,NEL NEL,-2000
18.05.2020,BEAR OBX X10 NORDNET N2,12000
18.05.2020,BULL NHY X3 NORDNET,-3000
18.05.2020,BULL NHY X3 NORDNET,-3000
18.05.2020,BEAR OBX X5 NORDNET,1000
18.05.2020,NEL ASA,-975
18.05.2020,BEAR NHY X3 NORDNET,300
18.05.2020,BEAR OBX X5 NORDNET,-1725
18.05.2020,BEAR OBX X5 NORDNET,1725
19.05.2020,WAWI WALLENIUS WILHELMS,-2500
19.05.2020,IDEX IDEX BIOMETRICS,-10000
19.05.2020,WAWI WALLENIUS WILHELMS,-2500
19.05.2020,IDEX IDEX BIOMETRICS,-20000
19.05.2020,VISTN VISTIN PHARMA,6000
19.05.2020,VISTN VISTIN PHARMA,5000
19.05.2020,VISTN VISTIN PHARMA,5000
19.05.2020,ABG ABG SUNDAL COLLIER,-10000
19.05.2020,BEAR NHY X3 NORDNET,800
19.05.2020,ABG ABG SUNDAL COLLIER,-10000
19.05.2020,ABG ABG SUNDAL COLLIER,-10000
19.05.2020,ABG,-6600
19.05.2020,VISTN,1950
20.05.2020,VISTN VISTIN PHARMA,-5000
22.05.2020,VISTN VISTIN PHARMA,-5000
25.05.2020,HEX HEXAGON COMPOSITES,2000
25.05.2020,VISTN VISTIN PHARMA,-5000
25.05.2020,HEX HEXAGON COMPOSITES,2500
25.05.2020,VISTN VISTIN PHARMA,-2000
25.05.2020,BEAR EQUINOR X3 ND1,400
25.05.2020,BEAR OBX X10 NORDNET N2,-4000
25.05.2020,BEAR EQUINOR X3 ND1,-400
25.05.2020,BEAR NHY X3 NORDNET,-800
25.05.2020,BEAR OBX X10 NORDNET N2,-8000
25.05.2020,NHY NORSK HYDRO,4000
25.05.2020,NHY NORSK HYDRO,4000
25.05.2020,YAR YARA INTERNATIONAL,500
25.05.2020,NHY NORSK HYDRO,4000
25.05.2020,YAR YARA INTERNATIONAL,500
25.05.2020,NHY NORSK HYDRO,4000
25.05.2020,NHY NORSK HYDRO,-4000
25.05.2020,FROT FRONTLINE,1000
25.05.2020,BULL NHY X3 NORDNET,6000
25.05.2020,BULL NHY X3 NORDNET,-6000
25.05.2020,FRONTLINE LTD NORGE,160
25.05.2020,BEAR OBX X10 NORDNET,-60000
25.05.2020,BEAR OBX X5 NORDNET,-1725
25.05.2020,BULL OBX X5 NORDNET,500
25.05.2020,BEAR NHY X3 NORDNET,-300
26.05.2020,NHY NORSK HYDRO,-2000
26.05.2020,BULL OBX X5 NORDNET,-250
27.05.2020,HEX HEXAGON COMPOSITES,-2500
27.05.2020,VISTN VISTIN PHARMA,5000
27.05.2020,SAGA SAGA PURE,25000
27.05.2020,SAGA SAGA PURE,15000
27.05.2020,NHY NORSK HYDRO,-2000
27.05.2020,VISTN VISTIN PHARMA,2000
27.05.2020,NHY NORSK HYDRO,-2000
27.05.2020,YAR YARA INTERNATIONAL,-500
27.05.2020,VISTN VISTIN PHARMA,5000
27.05.2020,NHY NORSK HYDRO,-2000
27.05.2020,NHY NORSK HYDRO,-2000
27.05.2020,VISTN VISTIN PHARMA,4000
27.05.2020,NHY NORSK HYDRO,-2000
27.05.2020,YAR YARA INTERNATIONAL,-500
27.05.2020,Saga Pure ASA,13500
27.05.2020,VISTIN PHARMA ASA,1100
27.05.2020,BULL OBX X5 NORDNET,-250
28.05.2020,HEX HEXAGON COMPOSITES,3000
29.05.2020,NKR NEKKAR,15000
29.05.2020,NHY NORSK HYDRO,2222
29.05.2020,HEX HEXAGON COMPOSITES,-2000
29.05.2020,NHY NORSK HYDRO,4444
29.05.2020,VISTIN PHARMA ASA,-1100
29.05.2020,BULL OBX X5 NORDNET,290
02.06.2020,VISTN VISTIN PHARMA,4000
02.06.2020,NKR NEKKAR,15000
02.06.2020,VISTN VISTIN PHARMA,4000
02.06.2020,NHY NORSK HYDRO,-2222
02.06.2020,VISTN VISTIN PHARMA,3000
02.06.2020,NHY NORSK HYDRO,-2222
02.06.2020,NKR NEKKAR,7000
02.06.2020,BULL OBX X5 NORDNET,-290
02.06.2020,VISTIN PHARMA ASA,1250
03.06.2020,NKR NEKKAR,5000
03.06.2020,NHY NORSK HYDRO,-2222
03.06.2020,NKR NEKKAR,7000
03.06.2020,VISTN VISTIN PHARMA,-3000
03.06.2020,HEX HEXAGON COMPOSITES,-2000
04.06.2020,VISTN VISTIN PHARMA,-3000
04.06.2020,HEX HEXAGON COMPOSITES,-2500
04.06.2020,VISTN VISTIN PHARMA,-3000
04.06.2020,VISTN VISTIN PHARMA,-3000
04.06.2020,NKR NEKKAR,16000
04.06.2020,BEAR NHY X3 ETN DNM NO 0010708886,9000
04.06.2020,HEX HEXAGON COMPOSITES,-2000
04.06.2020,FROT FRONTLINE,1500
04.06.2020,HEX HEXAGON COMPOSITES,-2000
04.06.2020,BEAR OBX X10 NORDNET N2,9000
04.06.2020,VISTIN PHARMA ASA,-1250
04.06.2020,Saga Pure ASA,16000
05.06.2020,HEX HEXAGON COMPOSITES,-2000
05.06.2020,HEX HEXAGON COMPOSITES,-3000
05.06.2020,WAWI WALLENIUS WILHELMS,5000
05.06.2020,VISTN VISTIN PHARMA,-2000
05.06.2020,BEAR OBX X10 NORDNET N2,6000
05.06.2020,VISTN VISTIN PHARMA,-3000
05.06.2020,BEAR OBX X10 NORDNET N2,8000
05.06.2020,FROT FRONTLINE,-1000
05.06.2020,BEAR OBX X10 NORDNET N2,9000
05.06.2020,VISTN,-1950
05.06.2020,SAGA.NO,27000
08.06.2020,VISTN VISTIN PHARMA,-20000
08.06.2020,VISTN VISTIN PHARMA,20000
08.06.2020,VISTN VISTIN PHARMA,-3000
08.06.2020,BEAR OBX X10 NORDNET N2,7000
08.06.2020,VISTN VISTIN PHARMA,-3000
08.06.2020,BEAR OBX X10 NORDNET N2,10000
08.06.2020,FROT FRONTLINE,-750
08.06.2020,FROT FRONTLINE,-750
08.06.2020,BEAR AKSO ETN DNM,100
08.06.2020,FRONTLINE LTD NORGE,-160
08.06.2020,BEAR AKSO DNM,40
09.06.2020,WAWI WALLENIUS WILHELMS,-2500
09.06.2020,SAGA SAGA PURE,30000
09.06.2020,ADE ADEVINTA,-500
09.06.2020,BEAR NEL DNM,20000
09.06.2020,BEAR AKSO ETN DNM,-50
09.06.2020,BEAR NEL DNM,15000
09.06.2020,BEAR AKSO DNM,-40
10.06.2020,ABL ABL GROUP,20000
10.06.2020,ABL ABL GROUP,10000
10.06.2020,ABL ABL GROUP,20000
10.06.2020,VISTN VISTIN PHARMA,-3000
10.06.2020,ABL ABL GROUP,10000
10.06.2020,VISTN VISTIN PHARMA,-3000
10.06.2020,BEAR OBX X10 NORDNET N2,8000
10.06.2020,BEAR OBX X10 NORDNET N2,-1000
11.06.2020,ABL ABL GROUP,-10000
11.06.2020,WAWI WALLENIUS WILHELMS,5000
11.06.2020,SAGA SAGA PURE,20000
11.06.2020,BEAR OBX X10 NORDNET N2,-8000
11.06.2020,BEAR NEL DNM,3
11.06.2020,BEAR NEL DNM,29997
11.06.2020,BEAR AKSO ETN DNM,-50
11.06.2020,BEAR NEL DNM,30000
11.06.2020,BEAR OBX X10 NORDNET N2,-8000
11.06.2020,BEAR NEL DNM,20000
11.06.2020,BEAR OBX X10 NORDNET N2,-10000
11.06.2020,BEAR NEL DNM,50000
11.06.2020,BEAR NHY X3 ETN DNM NO 0010708886,-4000
11.06.2020,BEAR OBX X10 NORDNET N2,-10000
11.06.2020,BEAR NHY X3 ETN DNM NO 0010708886,-5000
11.06.2020,BULL NORSKHYDRO X3 ND1,10000
11.06.2020,BEAR NEL DNM,-20000
11.06.2020,BEAR OBX X10 NORDNET N2,-10000
11.06.2020,BEAR NEL DNM,-50000
11.06.2020,BEAR OBX X10 NORDNET N2,-10000
11.06.2020,BULL OBX X5 DNM,10000
11.06.2020,BEAR NEL DNM,-30000
11.06.2020,BEAR NEL DNM,-50000
11.06.2020,NHY NORSK HYDRO,10000
11.06.2020,DNBH DNB,900
11.06.2020,BULL OBX X5 NORDNET,230
11.06.2020,BEAR NEL DNM,-15000
12.06.2020,NKR NEKKAR,15000
12.06.2020,WAWI WALLENIUS WILHELMS,4000
15.06.2020,DNBH DNB,-400
16.06.2020,BULL NORSKHYDRO X3 ND1,-5000
16.06.2020,DNBH DNB,900
16.06.2020,VISTN VISTIN PHARMA,-3000
16.06.2020,DNBH DNB,-900
16.06.2020,BEAR NEL DNM,30000
16.06.2020,DNBH DNB,900
16.06.2020,DNBH DNB,-600
16.06.2020,WAWI WALLENIUS WILHELMS,5000
16.06.2020,BEAR NEL DNM,-30000
16.06.2020,NHY NORSK HYDRO,-5000
16.06.2020,AQUALISBRA EMAR LOC ASA,2700
16.06.2020,Saga Pure ASA,-9500
17.06.2020,WAWI WALLENIUS WILHELMS,6000
17.06.2020,WAWI WALLENIUS WILHELMS,-5000
17.06.2020,NHY NORSK HYDRO,4000
17.06.2020,WAWI WALLENIUS WILHELMS,5000
17.06.2020,DNBH DNB,-800
18.06.2020,WAWI WALLENIUS WILHELMS,3000
18.06.2020,NHY NORSK HYDRO,3000
19.06.2020,WAWI WALLENIUS WILHELMS,2000
22.06.2020,SAGA SAGA PURE,-20000
23.06.2020,NHY NORSK HYDRO,-2000
23.06.2020,NKR NEKKAR,10000
23.06.2020,NHY NORSK HYDRO,-2000
23.06.2020,NKR NEKKAR,6000
23.06.2020,NHY NORSK HYDRO,-2000
23.06.2020,NKR NEKKAR,4000
24.06.2020,BULL NHY X3 NORDNET,3750
24.06.2020,Saga Pure ASA,-20000
24.06.2020,AQUALISBRA EMAR LOC ASA,-2700
24.06.2020,BULL YAR X3 NORDNET,500
25.06.2020,NHY NORSK HYDRO,3000
25.06.2020,WAWI WALLENIUS WILHELMS,-4549
25.06.2020,BULL OBX X5 NORDNET,50
25.06.2020,NKR,1200
26.06.2020,YAR YARA INTERNATIONAL,180
26.06.2020,NKR NEKKAR,-5750
29.06.2020,YAR YARA INTERNATIONAL,-180
29.06.2020,NKR NEKKAR,5000
29.06.2020,NHY NORSK HYDRO,-2000
29.06.2020,ADE ADEVINTA,-500
29.06.2020,NKR NEKKAR,5000
29.06.2020,NHY NORSK HYDRO,-4000
29.06.2020,NKR NEKKAR,10750
29.06.2020,BULL NORSKHYDRO X3 ND1,2500
29.06.2020,NKR,900
29.06.2020,SAGA.NO,-7000
29.06.2020,NKR,900
30.06.2020,NHY NORSK HYDRO,-3000
30.06.2020,NKR NEKKAR,5000
30.06.2020,WAWI WALLENIUS WILHELMS,-5000
01.07.2020,WAWI WALLENIUS WILHELMS,3000
02.07.2020,WAWI WALLENIUS WILHELMS,2000
02.07.2020,NHY NORSK HYDRO,2000
06.07.2020,NHY NORSK HYDRO,1400
06.07.2020,NHY NORSK HYDRO,-1400
09.07.2020,NHY NORSK HYDRO,-2000
09.07.2020,WAWI WALLENIUS WILHELMS,2500
13.07.2020,BULL NORSKHYDRO X3 ND1,-2500
14.07.2020,WAWI WALLENIUS WILHELMS,2500
20.07.2020,ABL ABL GROUP,-5000
20.07.2020,ABL ABL GROUP,-5000
20.07.2020,NKR NEKKAR,10000
22.07.2020,BULL NORSKHYDRO X3 ND1,-2500
22.07.2020,BULL EQUINOR X3 ND1,1100
22.07.2020,BULL NHY X3 NORDNET,-1750
22.07.2020,BULL OBX X5 NORDNET,100
24.07.2020,BULL EQUINOR X3 ND1,-1100
24.07.2020,BULL NORSKHYDRO X3 ND1,2500
29.07.2020,NHY NORSK HYDRO,2000
03.08.2020,NHY NORSK HYDRO,5000
03.08.2020,NHY NORSK HYDRO,-2500
03.08.2020,NHY NORSK HYDRO,-2500
03.08.2020,BULL YAR X3 NORDNET,-200
03.08.2020,BULL NHY X3 NORDNET,3900
03.08.2020,SAGA.NO,-20000
03.08.2020,NHY,700
05.08.2020,WAWI WALLENIUS WILHELMS,4549
05.08.2020,NHY NORSK HYDRO,-2000
05.08.2020,BULL NHY X3 NORDNET,-2900
05.08.2020,BULL MHG X3 NORDNET,160
05.08.2020,NHY,-350
05.08.2020,NKR,2500
10.08.2020,ABL ABL GROUP,-10000
11.08.2020,BULL OBX X5 DNM,-1000
11.08.2020,WAWI WALLENIUS WILHELMS,5000
11.08.2020,BULL OBX X5 DNM,-1000
11.08.2020,BULL NORSKHYDRO X3 ND1,-2500
11.08.2020,BEAR NEL DNM,40000
11.08.2020,BEAR NEL DNM,18000
11.08.2020,BULL MHG X3 NORDNET,-160
11.08.2020,Wallenius Wilhelmsen Logistics ASA,700
11.08.2020,BULL YAR X3 NORDNET,-150
11.08.2020,BULL NHY X3 NORDNET,-1500
12.08.2020,ELK ELKEM,2000
13.08.2020,Wallenius Wilhelmsen Logistics ASA,1000
13.08.2020,BEAR NEL DNM,-18000
13.08.2020,BULL NHY X3 NORDNET,-1500
13.08.2020,BULL ELK DNM,750
14.08.2020,Wallenius Wilhelmsen Logistics ASA,-31
18.08.2020,NKR NEKKAR,-10000
18.08.2020,ELK ELKEM,5000
18.08.2020,BEAR NEL DNM,13000
18.08.2020,WAWI WALLENIUS WILHELMS,-5000
18.08.2020,ELK ELKEM,3000
18.08.2020,Wallenius Wilhelmsen Logistics ASA,-769
18.08.2020,BEAR NEL DNM,17000
18.08.2020,Wallenius Wilhelmsen Logistics ASA,-900
18.08.2020,BEAR NEL DNM,22000
18.08.2020,NHY,-350
18.08.2020,ELK,540
19.08.2020,WAWI WALLENIUS WILHELMS,-5000
19.08.2020,NHY NORSK HYDRO,3000
19.08.2020,NHY NORSK HYDRO,3000
19.08.2020,WAWI WALLENIUS WILHELMS,-5000
19.08.2020,BULL NORSKHYDRO X3 ND1,7500
19.08.2020,BULL ELK DNM,-750
19.08.2020,BULL NHY X3 NORDNET,1700
20.08.2020,SAGA SAGA PURE,30000
20.08.2020,WAWI WALLENIUS WILHELMS,-5000
20.08.2020,NHY NORSK HYDRO,4000
24.08.2020,NHY NORSK HYDRO,-2000
24.08.2020,NHY NORSK HYDRO,-2000
24.08.2020,NHY NORSK HYDRO,-2000
25.08.2020,NKR NEKKAR,10000
25.08.2020,NSKOG NORSKE SKOG,2000
25.08.2020,NSKOG NORSKE SKOG,2000
25.08.2020,NHY NORSK HYDRO,-2000
25.08.2020,NKR NEKKAR,5000
25.08.2020,NHY NORSK HYDRO,-2000
25.08.2020,NKR NEKKAR,5000
25.08.2020,ELK,-540
25.08.2020,NSKOG,340
27.08.2020,NSKOG NORSKE SKOG,-2000
27.08.2020,NKR NEKKAR,10000
27.08.2020,NKR NEKKAR,10000
27.08.2020,SAGA SAGA PURE,-20000
27.08.2020,NKR NEKKAR,5000
27.08.2020,SAGA SAGA PURE,-20000
27.08.2020,NKR NEKKAR,5000
27.08.2020,BEAR NEL DNM,23000
28.08.2020,NKR NEKKAR,-30000
28.08.2020,WAWI WALLENIUS WILHELMS,-5000
28.08.2020,SAGA SAGA PURE,-20000
28.08.2020,NKR NEKKAR,-20000
28.08.2020,WAWI WALLENIUS WILHELMS,-5000
28.08.2020,BEAR NEL DNM,24000
28.08.2020,BEAR DNB X3 NORDNET,5000
28.08.2020,BULL OBX X5 DNM,-1000
28.08.2020,BULL OBX X5 DNM,-1000
28.08.2020,BULL OBX X5 NORDNET,-180
28.08.2020,BEAR DNB X3 NORDNET,1250
28.08.2020,NKR,-5500
28.08.2020,NSKOG,-340
31.08.2020,WAWI WALLENIUS WILHELMS,-5000
31.08.2020,NSKOG NORSKE SKOG,-2000
31.08.2020,NKR NEKKAR,-20000
31.08.2020,BULL OBX X5 DNM,-1000
31.08.2020,BULL NORSKHYDRO X3 ND1,-2500
31.08.2020,BEAR AKER X3 DNM,10000
31.08.2020,BULL NORSKHYDRO X3 ND1,-2500
31.08.2020,BULL NORSKHYDRO X3 ND1,-2500
31.08.2020,NKR NEKKAR,-20000
31.08.2020,ELK ELKEM,-5000
31.08.2020,BULL NORSKHYDRO X3 ND1,-2500
31.08.2020,BULL OBX X5 DNM,-1000
31.08.2020,BEAR NHY X3 ETN DNM NO 0010708886,10000
31.08.2020,ELK ELKEM,-5000
31.08.2020,BEAR NEL DNM,100000
31.08.2020,BEAR NHY X3 ETN DNM NO 0010708886,10000
31.08.2020,BULL OBX X5 DNM,-3000
31.08.2020,BEAR MHG X3 NORDNET,10000
31.08.2020,BEAR NHY X3 ETN DNM NO 0010708886,-10000
31.08.2020,BEAR AKER X3 DNM,-5000
31.08.2020,BULL OBX X5 NORDNET,-200
31.08.2020,BEAR OBX X5 NORDNET,1800
31.08.2020,BEAR DNB X3 NORDNET,-1250
31.08.2020,BULL YAR X3 NORDNET,-150
31.08.2020,BULL NHY X3 NORDNET,-1700
31.08.2020,BEAR NHY X3 NORDNET,300
31.08.2020,BEAR YAR X3 NORDNET,1000
01.09.2020,WAWI WALLENIUS WILHELMS,10000
01.09.2020,NHY NORSK HYDRO,5000
01.09.2020,BEAR DNB X3 NORDNET,-2500
01.09.2020,BEAR DNB X3 NORDNET,-2500
01.09.2020,BEAR DNB X3 NORDNET,5000
01.09.2020,BEAR DAX X5 ND1,5000
01.09.2020,BEAR NEL DNM,100000
01.09.2020,NKR NEKKAR,-10000
01.09.2020,BEAR DAX X5 ND1,-2500
01.09.2020,BEAR DAX X5 ND1,-2500
01.09.2020,BEAR AKER X3 DNM,-5000
01.09.2020,BEAR DNB X3 NORDNET,-5000
01.09.2020,BEAR MHG X3 NORDNET,-10000
01.09.2020,BEAR NHY X3 ETN DNM NO 0010708886,-10000
01.09.2020,BULL OBX X5 DNM,9000
01.09.2020,WAWI WALLENIUS WILHELMS,5000
01.09.2020,WAWI WALLENIUS WILHELMS,5000
01.09.2020,NKR NEKKAR,20000
01.09.2020,NHY NORSK HYDRO,5000
01.09.2020,BEAR YAR X3 NORDNET,-1000
01.09.2020,BEAR NHY X3 NORDNET,-300
01.09.2020,BEAR OBX X5 NORDNET,3200
01.09.2020,BULL OBX X5 NORDNET,500
01.09.2020,BEAR OBX X5 NORDNET,-5000
01.09.2020,BULL NHY X3 NORDNET,2500
01.09.2020,NHY,1050
02.09.2020,NHY NORSK HYDRO,-2000
02.09.2020,NKR NEKKAR,10000
02.09.2020,NHY NORSK HYDRO,-3000
02.09.2020,BULL OBX X5 DNM,-9000
02.09.2020,BEAR DAX X5 ND1,5000
02.09.2020,BEAR DAX X5 ND1,5000
02.09.2020,NHY NORSK HYDRO,-2000
02.09.2020,NKR NEKKAR,10000
02.09.2020,NHY NORSK HYDRO,-3000
02.09.2020,BULL OBX X5 NORDNET,-200
02.09.2020,BEAR NEL DNM,41000
02.09.2020,BULL NHY X3 NORDNET,-2500
02.09.2020,BULL OBX X5 NORDNET,-300
02.09.2020,BEAR DAX X8 NORDNET,135000
02.09.2020,NHY,-500
02.09.2020,NKR,3650
03.09.2020,NKR NEKKAR,-10000
03.09.2020,WAWI WALLENIUS WILHELMS,-5000
03.09.2020,WAWI WALLENIUS WILHELMS,-5000
03.09.2020,BEAR OBX X10 ND1,30000
03.09.2020,NHY,-550
04.09.2020,BEAR NEL DNM,-100000
04.09.2020,WAWI WALLENIUS WILHELMS,5000
04.09.2020,BEAR NEL DNM,70000
04.09.2020,WAWI WALLENIUS WILHELMS,-5000
04.09.2020,BEAR DAX X5 ND1,-2500
04.09.2020,BEAR OBX X10 ND1,30000
04.09.2020,BEAR OBX X10 ND1,10000
04.09.2020,BEAR NEL DNM,-30000
04.09.2020,BEAR NEL DNM,-20000
04.09.2020,BEAR DNB X3 NORDNET,2500
04.09.2020,BEAR OBX X5 NORDNET,450
08.09.2020,NKR NEKKAR,-10000
08.09.2020,FROT FRONTLINE,300
08.09.2020,NKR NEKKAR,-10000
08.09.2020,FROT FRONTLINE,700
08.09.2020,WAWI WALLENIUS WILHELMS,-5000
08.09.2020,FROT FRONTLINE,1200
08.09.2020,NKR NEKKAR,-10000
08.09.2020,BEAR NEL DNM,50000
08.09.2020,BEAR DAX X5 ND1,-2500
08.09.2020,BEAR NEL DNM,80000
08.09.2020,BEAR DAX X8 NORDNET,-65000
08.09.2020,BEAR NEL DNM,27000
08.09.2020,BEAR DNB X3 NORDNET,-1000
08.09.2020,NKR,-3650
09.09.2020,WAWI WALLENIUS WILHELMS,5000
09.09.2020,NKR NEKKAR,-10000
09.09.2020,FROT FRONTLINE,-1000
09.09.2020,BEAR OBX X10 ND1,20000
09.09.2020,FROT FRONTLINE,-1200
09.09.2020,BEAR OBX X10 ND1,20000
09.09.2020,NKR NEKKAR,-10000
09.09.2020,BEAR STL X3 NORDNET,3000
09.09.2020,BEAR DAX X5 ND1,-5000
09.09.2020,BEAR STL X3 NORDNET,-3000
09.09.2020,WAWI WALLENIUS WILHELMS,10000
09.09.2020,BEAR EQNR X3 NORDNET,1250
09.09.2020,BEAR OBX X5 NORDNET,2150
09.09.2020,BEAR DNB X3 NORDNET,-1500
09.09.2020,BEAR EQNR X3 NORDNET,-1250
10.09.2020,FROT FRONTLINE,2100
10.09.2020,FROT FRONTLINE,-1000
10.09.2020,BEAR STL X3 NORDNET,3500
10.09.2020,BEAR OBX X10 ND1,-20000
10.09.2020,BULL OBX X5 DNM,1500
10.09.2020,BEAR OBX X10 ND1,-30000
10.09.2020,BEAR OBX X10 ND1,-20000
10.09.2020,BEAR OBX X10 ND1,-40000
10.09.2020,NHY NORSK HYDRO,5000
10.09.2020,BEAR STL X3 NORDNET,-3500
10.09.2020,BULL OBX X5 DNM,3500
10.09.2020,ABL ABL GROUP,10000
10.09.2020,BULL OBX X5 NORDNET,200
10.09.2020,BULL OBX X5 NORDNET,170
10.09.2020,BULL OBX X5 NORDNET,160
10.09.2020,BEAR OBX X5 NORDNET,-1300
10.09.2020,BEAR OBX X5 NORDNET,-1300
10.09.2020,BULL NHY X3 NORDNET,6500
10.09.2020,BEAR NEL DNM,-27000
10.09.2020,BEAR DAX X8 NORDNET,-70000
10.09.2020,BULL NHY X3 NORDNET,4500
10.09.2020,BEAR NEL DNM,-30000
10.09.2020,NHY,1050
11.09.2020,NHY NORSK HYDRO,5000
11.09.2020,NHY NORSK HYDRO,5000
11.09.2020,NHY NORSK HYDRO,3000
11.09.2020,NHY NORSK HYDRO,-3000
11.09.2020,FROT FRONTLINE,-1100
11.09.2020,NHY NORSK HYDRO,5000
11.09.2020,BEAR NEL DNM,-50000
11.09.2020,NKR NEKKAR,10000
11.09.2020,BEAR NEL DNM,-50000
11.09.2020,NKR NEKKAR,10000
11.09.2020,BEAR NEL DNM,-50000
11.09.2020,BEAR NEL DNM,-50000
11.09.2020,AKRBP AKER BP,1000
14.09.2020,AKRBP AKER BP,-1000
14.09.2020,YAR YARA INTERNATIONAL,500
14.09.2020,YAR YARA INTERNATIONAL,300
14.09.2020,BEAR NEL DNM,-50000
14.09.2020,YAR YARA INTERNATIONAL,200
14.09.2020,BEAR NEL DNM,-50000
14.09.2020,BEAR NEL DNM,-100000
14.09.2020,BULL OBX X5 DNM,4000
14.09.2020,BULL NEL X3 NORDNET N,350
14.09.2020,BULL NEL X3 NORDNET N,190
14.09.2020,BULL NHY X3 NORDNET,-4000
15.09.2020,NHY NORSK HYDRO,-5000
15.09.2020,BULL NEL X3 NORDNET N,150
15.09.2020,BULL NEL X3 NORDNET N,-190
15.09.2020,BULL NHY X3 NORDNET,4200
15.09.2020,BULL NEL X3 NORDNET N,200
15.09.2020,BULL NHY X3 NORDNET,-4200
15.09.2020,NHY,-1050
15.09.2020,AQUA.NO,5000
16.09.2020,YAR YARA INTERNATIONAL,500
16.09.2020,BULL OBX X5 NORDNET,-230
16.09.2020,BULL YAR X3 NORDNET,335
